TARGETID,TILEID,FIBER,TARGET_RA,TARGET_DEC,VI_Z,VI_QUALITY,VI_SPECTYPE
39633317670160985,80613,364,106.42530328038409,54.63269784878116,0.0001,4.0,STAR
39633317670161295,80613,94,106.45235146156304,54.813672594259685,0.2139,4.0,GALAXY
39633317670161488,80613,351,106.4701601449616,54.658833159212485,0.3234,4.0,GALAXY
39633317670161866,80613,165,106.50690503376148,54.68789981726988,0.2027,4.0,GALAXY
39633317670161995,80613,65,106.51983083880076,54.79010582025175,0.1026,4.0,GALAXY
39633317670162149,80613,55,106.53529387208376,54.87419830606734,0.2419,4.0,GALAXY
39633317670162158,80613,196,106.53634255126627,54.75280597826672,0.2634,4.0,GALAXY
39633317670162317,80613,187,106.5515228871384,54.65569370261802,0.32,4.0,GALAXY
39633317670162337,80613,158,106.55295906113513,54.71882206829,0.241,4.0,GALAXY
39633317670162569,80613,161,106.5749145534566,54.69382832113897,0.3956,4.0,GALAXY
39633317670162580,80613,92,106.57596927247712,54.82807934252726,0.0917,4.0,GALAXY
39633317670162765,80613,162,106.5919641818369,54.799370136264834,0.4131,4.0,GALAXY
